reportyear,county_name,strata_level_name_code,strata_level_name,numerator,denominator,rate
2008,Santa Barbara,1,Aggravated assault,13,6745,1.93
2008,Santa Barbara,2,Forcible rape,2,6745,0.3
2008,Santa Barbara,3,Murder and non-negligent manslaughter,1,6745,0.15
2008,Santa Barbara,5,Violent crime total,16,6745,0.59
2008,Merced,1,Aggravated assault,13,5120,2.54
2008,Merced,2,Forcible rape,1,5120,0.2
2008,Merced,3,Murder and non-negligent manslaughter,1,5120,0.2
2008,Merced,4,Robbery,3,5120,0.59
2008,Merced,5,Violent crime total,18,5120,0.88
2008,San Mateo,1,Aggravated assault,10,12394,0.81
2008,San Mateo,2,Forcible rape,5,12394,0.4
2008,San Mateo,4,Robbery,4,12394,0.32
2008,San Mateo,5,Violent crime total,19,12394,0.38
2008,Kings,1,Aggravated assault,147,50602,2.91
2008,Kings,2,Forcible rape,12,50602,0.24
2008,Kings,3,Murder and non-negligent manslaughter,2,50602,0.04
2008,Kings,4,Robbery,66,50602,1.3
2008,Kings,5,Violent crime total,227,50602,1.12
2008,Los Angeles,1,Aggravated assault,53,15337,3.46
2008,Los Angeles,2,Forcible rape,3,15337,0.2
2008,Los Angeles,3,Murder and non-negligent manslaughter,3,15337,0.2
2008,Los Angeles,4,Robbery,68,15337,4.43
2008,Los Angeles,5,Violent crime total,127,15337,2.07
2008,Los Angeles,1,Aggravated assault,346,84445,4.1
2008,Los Angeles,2,Forcible rape,18,84445,0.21
2008,Los Angeles,3,Murder and non-negligent manslaughter,4,84445,0.05
2008,Los Angeles,4,Robbery,378,84445,4.48
2008,Los Angeles,5,Violent crime total,746,84445,2.21
2008,Alameda,1,Aggravated assault,287,140984,2.04
2008,Alameda,2,Forcible rape,57,140984,0.4
2008,Alameda,3,Murder and non-negligent manslaughter,7,140984,0.05
2008,Alameda,4,Robbery,517,140984,3.67
2008,Alameda,5,Violent crime total,868,140984,1.54
2008,Sonoma,1,Aggravated assault,17,10913,1.56
2008,Sonoma,2,Forcible rape,2,10913,0.18
2008,Sonoma,3,Murder and non-negligent manslaughter,1,10913,0.09
2008,Sonoma,4,Robbery,5,10913,0.46
2008,Sonoma,5,Violent crime total,25,10913,0.57
2008,Riverside,1,Aggravated assault,261,71789,3.64
2008,Riverside,2,Forcible rape,28,71789,0.39
2008,Riverside,3,Murder and non-negligent manslaughter,2,71789,0.03
2008,Riverside,4,Robbery,136,71789,1.89
2008,Riverside,5,Violent crime total,427,71789,1.49
2008,Contra Costa,1,Aggravated assault,41,25214,1.63
2008,Contra Costa,2,Forcible rape,4,25214,0.16
2008,Contra Costa,4,Robbery,30,25214,1.19
2008,Contra Costa,5,Violent crime total,75,25214,0.74
2008,Los Angeles,1,Aggravated assault,38,19513,1.95
2008,Los Angeles,2,Forcible rape,6,19513,0.31
2008,Los Angeles,4,Robbery,25,19513,1.28
2008,Los Angeles,5,Violent crime total,69,19513,0.89
2008,San Bernardino,1,Aggravated assault,174,88853,1.96
2008,San Bernardino,2,Forcible rape,17,88853,0.19
2008,San Bernardino,3,Murder and non-negligent manslaughter,3,88853,0.03
2008,San Bernardino,4,Robbery,89,88853,1.0
2008,San Bernardino,5,Violent crime total,283,88853,0.8
2008,Los Angeles,1,Aggravated assault,1,2036,0.49
2008,Los Angeles,5,Violent crime total,1,2036,0.12
2008,San Bernardino,1,Aggravated assault,113,52178,2.17
2008,San Bernardino,2,Forcible rape,15,52178,0.29
2008,San Bernardino,3,Murder and non-negligent manslaughter,3,52178,0.06
2008,San Bernardino,4,Robbery,105,52178,2.01
2008,San Bernardino,5,Violent crime total,236,52178,1.13
2008,San Mateo,1,Aggravated assault,2,10725,0.19
2008,San Mateo,4,Robbery,1,10725,0.09
2008,San Mateo,5,Violent crime total,3,10725,0.07
2008,San Benito,1,Aggravated assault,136,34917,3.89
2008,San Benito,2,Forcible rape,10,34917,0.29
2008,San Benito,3,Murder and non-negligent manslaughter,2,34917,0.06
2008,San Benito,4,Robbery,28,34917,0.8
2008,San Benito,5,Violent crime total,176,34917,1.26
2008,Imperial,1,Aggravated assault,1,5376,0.19
2008,Imperial,4,Robbery,2,5376,0.37
2008,Imperial,5,Violent crime total,3,5376,0.14
2008,Stanislaus,1,Aggravated assault,8,6672,1.2
2008,Stanislaus,2,Forcible rape,2,6672,0.3
2008,Stanislaus,4,Robbery,4,6672,0.6
2008,Stanislaus,5,Violent crime total,14,6672,0.53
2008,Orange,1,Aggravated assault,234,193241,1.21
2008,Orange,2,Forcible rape,33,193241,0.17
2008,Orange,3,Murder and non-negligent manslaughter,3,193241,0.02
2008,Orange,4,Robbery,118,193241,0.61
2008,Orange,5,Violent crime total,388,193241,0.5
2008,Los Angeles,1,Aggravated assault,159,61307,2.59
2008,Los Angeles,2,Forcible rape,14,61307,0.23
2008,Los Angeles,3,Murder and non-negligent manslaughter,3,61307,0.05
2008,Los Angeles,4,Robbery,378,61307,6.17
2008,Los Angeles,5,Violent crime total,554,61307,2.26
2008,Fresno,1,Aggravated assault,37,7288,5.08
2008,Fresno,2,Forcible rape,3,7288,0.41
2008,Fresno,4,Robbery,19,7288,2.61
2008,Fresno,5,Violent crime total,59,7288,2.02
2008,Imperial,1,Aggravated assault,6,13669,0.44
2008,Imperial,2,Forcible rape,1,13669,0.07
2008,Imperial,4,Robbery,1,13669,0.07
2008,Imperial,5,Violent crime total,8,13669,0.15
2008,San Diego,1,Aggravated assault,101,26335,3.84
2008,San Diego,2,Forcible rape,12,26335,0.46
2008,San Diego,4,Robbery,69,26335,2.62
2008,San Diego,5,Violent crime total,182,26335,1.73
2008,Riverside,4,Robbery,1,5270,0.19
2008,Riverside,5,Violent crime total,1,5270,0.05
2008,Riverside,1,Aggravated assault,239,89486,2.67
2008,Riverside,2,Forcible rape,30,89486,0.34
2008,Riverside,3,Murder and non-negligent manslaughter,2,89486,0.02
2008,Riverside,4,Robbery,119,89486,1.33
2008,Riverside,5,Violent crime total,390,89486,1.09
2008,Los Angeles,1,Aggravated assault,52,919,56.58
2008,Los Angeles,2,Forcible rape,4,919,4.35
2008,Los Angeles,3,Murder and non-negligent manslaughter,1,919,1.09
2008,Los Angeles,4,Robbery,56,919,60.94
2008,Los Angeles,5,Violent crime total,113,919,30.74
2008,Los Angeles,1,Aggravated assault,449,113454,3.96
2008,Los Angeles,2,Forcible rape,30,113454,0.26
2008,Los Angeles,3,Murder and non-negligent manslaughter,13,113454,0.11
2008,Los Angeles,4,Robbery,494,113454,4.35
2008,Los Angeles,5,Violent crime total,986,113454,2.17
2008,Amador,1,Aggravated assault,13,7906,1.64
2008,Amador,2,Forcible rape,1,7906,0.13
2008,Amador,4,Robbery,1,7906,0.13
2008,Amador,5,Violent crime total,15,7906,0.47
2008,Orange,1,Aggravated assault,56,209278,0.27
2008,Orange,2,Forcible rape,18,209278,0.09
2008,Orange,3,Murder and non-negligent manslaughter,1,209278,0.0
2008,Orange,4,Robbery,54,209278,0.26
2008,Orange,5,Violent crime total,129,209278,0.15
2008,Los Angeles,1,Aggravated assault,20,1451,13.78
2008,Los Angeles,4,Robbery,8,1451,5.51
2008,Los Angeles,5,Violent crime total,28,1451,4.83
2008,Sacramento,1,Aggravated assault,10,800,12.5
2008,Sacramento,5,Violent crime total,10,800,3.12
2008,Amador,1,Aggravated assault,28,4398,6.37
2008,Amador,2,Forcible rape,2,4398,0.45
2008,Amador,4,Robbery,4,4398,0.91
2008,Amador,5,Violent crime total,34,4398,1.93
2008,Contra Costa,1,Aggravated assault,5,5357,0.93
2008,Contra Costa,4,Robbery,1,5357,0.19
2008,Contra Costa,5,Violent crime total,6,5357,0.28
2008,Fresno,1,Aggravated assault,21,13092,1.6
2008,Fresno,2,Forcible rape,1,13092,0.08
2008,Fresno,4,Robbery,5,13092,0.38
2008,Fresno,5,Violent crime total,27,13092,0.52
2008,Monterey,1,Aggravated assault,52,11571,4.49
2008,Monterey,2,Forcible rape,5,11571,0.43
2008,Monterey,3,Murder and non-negligent manslaughter,2,11571,0.17
2008,Monterey,4,Robbery,13,11571,1.12
2008,Monterey,5,Violent crime total,72,11571,1.55
2008,Fresno,1,Aggravated assault,17,11336,1.5
2008,Fresno,2,Forcible rape,2,11336,0.18
2008,Fresno,3,Murder and non-negligent manslaughter,1,11336,0.09
2008,Fresno,4,Robbery,2,11336,0.18
2008,Fresno,5,Violent crime total,22,11336,0.48
2008,Los Angeles,1,Aggravated assault,15,20817,0.72
2008,Los Angeles,4,Robbery,7,20817,0.34
2008,Los Angeles,5,Violent crime total,22,20817,0.27
2008,Contra Costa,1,Aggravated assault,7,24865,0.28
2008,Contra Costa,2,Forcible rape,4,24865,0.16
2008,Contra Costa,4,Robbery,12,24865,0.48
2008,Contra Costa,5,Violent crime total,23,24865,0.23
2008,Orange,1,Aggravated assault,63,24035,2.62
2008,Orange,2,Forcible rape,10,24035,0.42
2008,Orange,4,Robbery,6,24035,0.25
2008,Orange,5,Violent crime total,79,24035,0.82
2008,Orange,1,Aggravated assault,28,31861,0.88
2008,Orange,4,Robbery,13,31861,0.41
2008,Orange,5,Violent crime total,41,31861,0.32
2008,Orange,1,Aggravated assault,31,64563,0.48
2008,Orange,2,Forcible rape,1,64563,0.02
2008,Orange,3,Murder and non-negligent manslaughter,1,64563,0.02
2008,Orange,4,Robbery,19,64563,0.29
2008,Orange,5,Violent crime total,52,64563,0.2
2008,Orange,1,Aggravated assault,105,59202,1.77
2008,Orange,2,Forcible rape,14,59202,0.24
2008,Orange,4,Robbery,58,59202,0.98
2008,Orange,5,Violent crime total,177,59202,0.75
2008,Los Angeles,1,Aggravated assault,2,5942,0.34
2008,Los Angeles,4,Robbery,2,5942,0.34
2008,Los Angeles,5,Violent crime total,4,5942,0.17
2008,Orange,1,Aggravated assault,68,75637,0.9
2008,Orange,2,Forcible rape,7,75637,0.09
2008,Orange,3,Murder and non-negligent manslaughter,1,75637,0.01
2008,Orange,4,Robbery,32,75637,0.42
2008,Orange,5,Violent crime total,108,75637,0.36
2008,Lake,1,Aggravated assault,12,5167,2.32
2008,Lake,2,Forcible rape,4,5167,0.77
2008,Lake,4,Robbery,3,5167,0.58
2008,Lake,5,Violent crime total,19,5167,0.92
2008,Los Angeles,1,Aggravated assault,131,78894,1.66
2008,Los Angeles,2,Forcible rape,13,78894,0.16
2008,Los Angeles,3,Murder and non-negligent manslaughter,2,78894,0.03
2008,Los Angeles,4,Robbery,225,78894,2.85
2008,Los Angeles,5,Violent crime total,371,78894,1.18
2008,San Diego,1,Aggravated assault,103,53893,1.91
2008,San Diego,2,Forcible rape,14,53893,0.26
2008,San Diego,4,Robbery,122,53893,2.26
2008,San Diego,5,Violent crime total,239,53893,1.11
2008,Los Angeles,1,Aggravated assault,93,50170,1.85
2008,Los Angeles,2,Forcible rape,7,50170,0.14
2008,Los Angeles,4,Robbery,37,50170,0.74
2008,Los Angeles,5,Violent crime total,137,50170,0.68
2008,Los Angeles,1,Aggravated assault,765,147017,5.2
2008,Los Angeles,2,Forcible rape,61,147017,0.41
2008,Los Angeles,3,Murder and non-negligent manslaughter,10,147017,0.07
2008,Los Angeles,4,Robbery,354,147017,2.41
2008,Los Angeles,5,Violent crime total,1190,147017,2.02
2008,Orange,1,Aggravated assault,13,15652,0.83
2008,Orange,2,Forcible rape,1,15652,0.06
2008,Orange,4,Robbery,17,15652,1.09
2008,Orange,5,Violent crime total,31,15652,0.49
2008,Los Angeles,1,Aggravated assault,147,40907,3.59
2008,Los Angeles,2,Forcible rape,7,40907,0.17
2008,Los Angeles,3,Murder and non-negligent manslaughter,3,40907,0.07
2008,Los Angeles,4,Robbery,117,40907,2.86
2008,Los Angeles,5,Violent crime total,274,40907,1.68
2008,Riverside,1,Aggravated assault,164,46306,3.54
2008,Riverside,2,Forcible rape,5,46306,0.11
2008,Riverside,3,Murder and non-negligent manslaughter,2,46306,0.04
2008,Riverside,4,Robbery,31,46306,0.67
2008,Riverside,5,Violent crime total,202,46306,1.09
2008,Los Angeles,1,Aggravated assault,33,33298,0.99
2008,Los Angeles,2,Forcible rape,5,33298,0.15
2008,Los Angeles,4,Robbery,20,33298,0.6
2008,Los Angeles,5,Violent crime total,58,33298,0.43
2008,Los Angeles,1,Aggravated assault,96,31541,3.04
2008,Los Angeles,2,Forcible rape,9,31541,0.29
2008,Los Angeles,3,Murder and non-negligent manslaughter,3,31541,0.1
2008,Los Angeles,4,Robbery,113,31541,3.58
2008,Los Angeles,5,Violent crime total,221,31541,1.75
2008,San Diego,1,Aggravated assault,78,23937,3.26
2008,San Diego,2,Forcible rape,17,23937,0.71
2008,San Diego,4,Robbery,58,23937,2.42
2008,San Diego,5,Violent crime total,153,23937,1.6
2008,Kings,1,Aggravated assault,45,24207,1.86
2008,Kings,2,Forcible rape,4,24207,0.17
2008,Kings,3,Murder and non-negligent manslaughter,2,24207,0.08
2008,Kings,4,Robbery,12,24207,0.5
2008,Kings,5,Violent crime total,63,24207,0.65
2008,Placer,1,Aggravated assault,36,49608,0.73
2008,Placer,2,Forcible rape,7,49608,0.14
2008,Placer,4,Robbery,12,49608,0.24
2008,Placer,5,Violent crime total,55,49608,0.28
2008,Tulare,1,Aggravated assault,57,10680,5.34
2008,Tulare,2,Forcible rape,2,10680,0.19
2008,Tulare,3,Murder and non-negligent manslaughter,3,10680,0.28
2008,Tulare,4,Robbery,3,10680,0.28
2008,Tulare,5,Violent crime total,65,10680,1.52
2008,Alameda,1,Aggravated assault,112,80258,1.4
2008,Alameda,2,Forcible rape,18,80258,0.22
2008,Alameda,3,Murder and non-negligent manslaughter,1,80258,0.01
2008,Alameda,4,Robbery,49,80258,0.61
2008,Alameda,5,Violent crime total,180,80258,0.56
2008,Merced,1,Aggravated assault,62,13548,4.58
2008,Merced,2,Forcible rape,9,13548,0.66
2008,Merced,4,Robbery,13,13548,0.96
2008,Merced,5,Violent crime total,84,13548,1.55
2008,San Joaquin,1,Aggravated assault,154,62251,2.47
2008,San Joaquin,2,Forcible rape,10,62251,0.16
2008,San Joaquin,3,Murder and non-negligent manslaughter,1,62251,0.02
2008,San Joaquin,4,Robbery,92,62251,1.48
2008,San Joaquin,5,Violent crime total,257,62251,1.03
2008,San Bernardino,1,Aggravated assault,24,22024,1.09
2008,San Bernardino,2,Forcible rape,7,22024,0.32
2008,San Bernardino,4,Robbery,12,22024,0.54
2008,San Bernardino,5,Violent crime total,43,22024,0.49
2008,Los Angeles,1,Aggravated assault,76,20276,3.75
2008,Los Angeles,2,Forcible rape,4,20276,0.2
2008,Los Angeles,3,Murder and non-negligent manslaughter,2,20276,0.1
2008,Los Angeles,4,Robbery,34,20276,1.68
2008,Los Angeles,5,Violent crime total,116,20276,1.43
2008,Santa Barbara,1,Aggravated assault,232,40344,5.75
2008,Santa Barbara,2,Forcible rape,18,40344,0.45
2008,Santa Barbara,4,Robbery,27,40344,0.67
2008,Santa Barbara,5,Violent crime total,277,40344,1.72
2008,Los Angeles,1,Aggravated assault,1511,467055,3.24
2008,Los Angeles,2,Forcible rape,120,467055,0.26
2008,Los Angeles,3,Murder and non-negligent manslaughter,40,467055,0.09
2008,Los Angeles,4,Robbery,1487,467055,3.18
2008,Los Angeles,5,Violent crime total,3158,467055,1.69
2008,Orange,1,Aggravated assault,9,11687,0.77
2008,Orange,2,Forcible rape,1,11687,0.09
2008,Orange,4,Robbery,14,11687,1.2
2008,Orange,5,Violent crime total,24,11687,0.51
2008,Santa Clara,1,Aggravated assault,3,27989,0.11
2008,Santa Clara,2,Forcible rape,2,27989,0.07
2008,Santa Clara,4,Robbery,8,27989,0.29
2008,Santa Clara,5,Violent crime total,13,27989,0.12
2008,Santa Clara,1,Aggravated assault,1,8396,0.12
2008,Santa Clara,5,Violent crime total,1,8396,0.03
2008,Los Angeles,1,Aggravated assault,11798,3850920,3.06
2008,Los Angeles,2,Forcible rape,949,3850920,0.25
2008,Los Angeles,3,Murder and non-negligent manslaughter,384,3850920,0.1
2008,Los Angeles,4,Robbery,13422,3850920,3.49
2008,Los Angeles,5,Violent crime total,26553,3850920,1.73
2008,Merced,1,Aggravated assault,141,36101,3.91
2008,Merced,2,Forcible rape,7,36101,0.19
2008,Merced,4,Robbery,18,36101,0.5
2008,Merced,5,Violent crime total,166,36101,1.15
2008,Santa Clara,1,Aggravated assault,17,29233,0.58
2008,Santa Clara,2,Forcible rape,5,29233,0.17
2008,Santa Clara,3,Murder and non-negligent manslaughter,1,29233,0.03
2008,Santa Clara,4,Robbery,9,29233,0.31
2008,Santa Clara,5,Violent crime total,32,29233,0.27
2008,Los Angeles,1,Aggravated assault,394,70381,5.6
2008,Los Angeles,2,Forcible rape,23,70381,0.33
2008,Los Angeles,3,Murder and non-negligent manslaughter,9,70381,0.13
2008,Los Angeles,4,Robbery,234,70381,3.32
2008,Los Angeles,5,Violent crime total,660,70381,2.35
2008,Madera,1,Aggravated assault,280,57636,4.86
2008,Madera,2,Forcible rape,24,57636,0.42
2008,Madera,3,Murder and non-negligent manslaughter,7,57636,0.12
2008,Madera,4,Robbery,153,57636,2.65
2008,Madera,5,Violent crime total,464,57636,2.01
2008,Los Angeles,1,Aggravated assault,20,13100,1.53
2008,Los Angeles,2,Forcible rape,1,13100,0.08
2008,Los Angeles,4,Robbery,7,13100,0.53
2008,Los Angeles,5,Violent crime total,28,13100,0.54
2008,Mono,1,Aggravated assault,26,7469,3.48
2008,Mono,2,Forcible rape,3,7469,0.4
2008,Mono,4,Robbery,5,7469,0.67
2008,Mono,5,Violent crime total,34,7469,1.14
2008,Los Angeles,1,Aggravated assault,21,36866,0.57
2008,Los Angeles,2,Forcible rape,2,36866,0.05
2008,Los Angeles,4,Robbery,29,36866,0.79
2008,Los Angeles,5,Violent crime total,52,36866,0.35
2008,San Joaquin,1,Aggravated assault,115,65989,1.74
2008,San Joaquin,2,Forcible rape,15,65989,0.23
2008,San Joaquin,3,Murder and non-negligent manslaughter,1,65989,0.02
2008,San Joaquin,4,Robbery,81,65989,1.23
2008,San Joaquin,5,Violent crime total,212,65989,0.8
2008,Monterey,1,Aggravated assault,22,17865,1.23
2008,Monterey,2,Forcible rape,5,17865,0.28
2008,Monterey,3,Murder and non-negligent manslaughter,1,17865,0.06
2008,Monterey,4,Robbery,26,17865,1.46
2008,Monterey,5,Violent crime total,54,17865,0.76
2008,Contra Costa,1,Aggravated assault,59,34985,1.69
2008,Contra Costa,2,Forcible rape,11,34985,0.31
2008,Contra Costa,3,Murder and non-negligent manslaughter,3,34985,0.09
2008,Contra Costa,4,Robbery,32,34985,0.91
2008,Contra Costa,5,Violent crime total,105,34985,0.75
2008,Yuba,1,Aggravated assault,77,11766,6.54
2008,Yuba,2,Forcible rape,13,11766,1.1
2008,Yuba,4,Robbery,20,11766,1.7
2008,Yuba,5,Violent crime total,110,11766,2.34
2008,Los Angeles,1,Aggravated assault,93,28411,3.27
2008,Los Angeles,2,Forcible rape,5,28411,0.18
2008,Los Angeles,3,Murder and non-negligent manslaughter,4,28411,0.14
2008,Los Angeles,4,Robbery,92,28411,3.24
2008,Los Angeles,5,Violent crime total,194,28411,1.71
2008,San Mateo,1,Aggravated assault,24,29862,0.8
2008,San Mateo,2,Forcible rape,1,29862,0.03
2008,San Mateo,3,Murder and non-negligent manslaughter,1,29862,0.03
2008,San Mateo,4,Robbery,31,29862,1.04
2008,San Mateo,5,Violent crime total,57,29862,0.48
2008,Merced,1,Aggravated assault,418,78598,5.32
2008,Merced,2,Forcible rape,30,78598,0.38
2008,Merced,3,Murder and non-negligent manslaughter,11,78598,0.14
2008,Merced,4,Robbery,153,78598,1.95
2008,Merced,5,Violent crime total,612,78598,1.95
2008,San Mateo,1,Aggravated assault,13,20681,0.63
2008,San Mateo,2,Forcible rape,2,20681,0.1
2008,San Mateo,3,Murder and non-negligent manslaughter,1,20681,0.05
2008,San Mateo,4,Robbery,19,20681,0.92
2008,San Mateo,5,Violent crime total,35,20681,0.42
2008,Marin,1,Aggravated assault,8,13205,0.61
2008,Marin,4,Robbery,2,13205,0.15
2008,Marin,5,Violent crime total,10,13205,0.19
2008,Santa Clara,1,Aggravated assault,73,67282,1.08
2008,Santa Clara,2,Forcible rape,10,67282,0.15
2008,Santa Clara,4,Robbery,66,67282,0.98
2008,Santa Clara,5,Violent crime total,149,67282,0.55
2008,Orange,1,Aggravated assault,58,94702,0.61
2008,Orange,2,Forcible rape,3,94702,0.03
2008,Orange,4,Robbery,40,94702,0.42
2008,Orange,5,Violent crime total,101,94702,0.27
2008,Stanislaus,1,Aggravated assault,927,205750,4.51
2008,Stanislaus,2,Forcible rape,65,205750,0.32
2008,Stanislaus,3,Murder and non-negligent manslaughter,18,205750,0.09
2008,Stanislaus,4,Robbery,429,205750,2.09
2008,Stanislaus,5,Violent crime total,1439,205750,1.75
2008,Los Angeles,1,Aggravated assault,43,37679,1.14
2008,Los Angeles,2,Forcible rape,6,37679,0.16
2008,Los Angeles,3,Murder and non-negligent manslaughter,2,37679,0.05
2008,Los Angeles,4,Robbery,46,37679,1.22
2008,Los Angeles,5,Violent crime total,97,37679,0.64
2008,Siskiyou,1,Aggravated assault,6,1451,4.14
2008,Siskiyou,2,Forcible rape,3,1451,2.07
2008,Siskiyou,4,Robbery,2,1451,1.38
2008,Siskiyou,5,Violent crime total,11,1451,1.9
2008,San Bernardino,1,Aggravated assault,98,36643,2.67
2008,San Bernardino,2,Forcible rape,13,36643,0.35
2008,San Bernardino,3,Murder and non-negligent manslaughter,2,36643,0.05
2008,San Bernardino,4,Robbery,112,36643,3.06
2008,San Bernardino,5,Violent crime total,225,36643,1.53
2008,Los Angeles,1,Aggravated assault,88,62318,1.41
2008,Los Angeles,2,Forcible rape,10,62318,0.16
2008,Los Angeles,3,Murder and non-negligent manslaughter,5,62318,0.08
2008,Los Angeles,4,Robbery,110,62318,1.77
2008,Los Angeles,5,Violent crime total,213,62318,0.85
2008,Monterey,1,Aggravated assault,116,28326,4.1
2008,Monterey,2,Forcible rape,11,28326,0.39
2008,Monterey,4,Robbery,38,28326,1.34
2008,Monterey,5,Violent crime total,165,28326,1.46
2008,Los Angeles,1,Aggravated assault,33,61664,0.54
2008,Los Angeles,2,Forcible rape,1,61664,0.02
2008,Los Angeles,3,Murder and non-negligent manslaughter,2,61664,0.03
2008,Los Angeles,4,Robbery,78,61664,1.26
2008,Los Angeles,5,Violent crime total,114,61664,0.46
2008,Ventura,1,Aggravated assault,25,36789,0.68
2008,Ventura,2,Forcible rape,5,36789,0.14
2008,Ventura,4,Robbery,22,36789,0.6
2008,Ventura,5,Violent crime total,52,36789,0.35
2008,Contra Costa,1,Aggravated assault,3,16956,0.18
2008,Contra Costa,2,Forcible rape,2,16956,0.12
2008,Contra Costa,4,Robbery,1,16956,0.06
2008,Contra Costa,5,Violent crime total,6,16956,0.09
2008,Riverside,1,Aggravated assault,468,195649,2.39
2008,Riverside,2,Forcible rape,66,195649,0.34
2008,Riverside,3,Murder and non-negligent manslaughter,10,195649,0.05
2008,Riverside,4,Robbery,538,195649,2.75
2008,Riverside,5,Violent crime total,1082,195649,1.38
2008,Santa Clara,1,Aggravated assault,53,38051,1.39
2008,Santa Clara,2,Forcible rape,7,38051,0.18
2008,Santa Clara,4,Robbery,21,38051,0.55
2008,Santa Clara,5,Violent crime total,81,38051,0.53
2008,San Luis Obispo,1,Aggravated assault,14,10257,1.36
2008,San Luis Obispo,2,Forcible rape,2,10257,0.19
2008,San Luis Obispo,4,Robbery,3,10257,0.29
2008,San Luis Obispo,5,Violent crime total,19,10257,0.46
2008,Santa Clara,1,Aggravated assault,221,70401,3.14
2008,Santa Clara,2,Forcible rape,7,70401,0.1
2008,Santa Clara,3,Murder and non-negligent manslaughter,6,70401,0.09
2008,Santa Clara,4,Robbery,55,70401,0.78
2008,Santa Clara,5,Violent crime total,289,70401,1.03
2008,Siskiyou,1,Aggravated assault,4,3509,1.14
2008,Siskiyou,4,Robbery,3,3509,0.85
2008,Siskiyou,5,Violent crime total,7,3509,0.5
2008,Riverside,1,Aggravated assault,51,105666,0.48
2008,Riverside,2,Forcible rape,12,105666,0.11
2008,Riverside,3,Murder and non-negligent manslaughter,1,105666,0.01
2008,Riverside,4,Robbery,25,105666,0.24
2008,Riverside,5,Violent crime total,89,105666,0.21
2008,Napa,1,Aggravated assault,177,74420,2.38
2008,Napa,2,Forcible rape,25,74420,0.34
2008,Napa,3,Murder and non-negligent manslaughter,1,74420,0.01
2008,Napa,4,Robbery,46,74420,0.62
2008,Napa,5,Violent crime total,249,74420,0.84
2008,San Diego,1,Aggravated assault,278,59390,4.68
2008,San Diego,2,Forcible rape,25,59390,0.42
2008,San Diego,4,Robbery,183,59390,3.08
2008,San Diego,5,Violent crime total,486,59390,2.04
2008,San Bernardino,1,Aggravated assault,14,5344,2.62
2008,San Bernardino,3,Murder and non-negligent manslaughter,1,5344,0.19
2008,San Bernardino,4,Robbery,7,5344,1.31
2008,San Bernardino,5,Violent crime total,22,5344,1.03
2008,Nevada,1,Aggravated assault,19,2933,6.48
2008,Nevada,2,Forcible rape,1,2933,0.34
2008,Nevada,4,Robbery,3,2933,1.02
2008,Nevada,5,Violent crime total,23,2933,1.96
2008,Alameda,1,Aggravated assault,93,41558,2.24
2008,Alameda,2,Forcible rape,13,41558,0.31
2008,Alameda,4,Robbery,68,41558,1.64
2008,Alameda,5,Violent crime total,174,41558,1.05
2008,Stanislaus,1,Aggravated assault,17,10416,1.63
2008,Stanislaus,2,Forcible rape,2,10416,0.19
2008,Stanislaus,4,Robbery,6,10416,0.58
2008,Stanislaus,5,Violent crime total,25,10416,0.6
2008,Orange,1,Aggravated assault,102,79821,1.28
2008,Orange,2,Forcible rape,5,79821,0.06
2008,Orange,4,Robbery,44,79821,0.55
2008,Orange,5,Violent crime total,151,79821,0.47
2008,Riverside,1,Aggravated assault,32,27254,1.17
2008,Riverside,2,Forcible rape,3,27254,0.11
2008,Riverside,4,Robbery,23,27254,0.84
2008,Riverside,5,Violent crime total,58,27254,0.53
2008,Los Angeles,1,Aggravated assault,293,103612,2.83
2008,Los Angeles,2,Forcible rape,12,103612,0.12
2008,Los Angeles,3,Murder and non-negligent manslaughter,6,103612,0.06
2008,Los Angeles,4,Robbery,209,103612,2.02
2008,Los Angeles,5,Violent crime total,520,103612,1.25
2008,Marin,1,Aggravated assault,87,52662,1.65
2008,Marin,2,Forcible rape,9,52662,0.17
2008,Marin,3,Murder and non-negligent manslaughter,1,52662,0.02
2008,Marin,4,Robbery,22,52662,0.42
2008,Marin,5,Violent crime total,119,52662,0.56
2008,Stanislaus,1,Aggravated assault,21,20611,1.02
2008,Stanislaus,2,Forcible rape,3,20611,0.15
2008,Stanislaus,3,Murder and non-negligent manslaughter,1,20611,0.05
2008,Stanislaus,4,Robbery,18,20611,0.87
2008,Stanislaus,5,Violent crime total,43,20611,0.52
2008,Alameda,1,Aggravated assault,4129,401587,10.28
2008,Alameda,2,Forcible rape,338,401587,0.84
2008,Alameda,3,Murder and non-negligent manslaughter,115,401587,0.29
2008,Alameda,4,Robbery,3323,401587,8.27
2008,Alameda,5,Violent crime total,7905,401587,4.92
2008,Contra Costa,1,Aggravated assault,45,31036,1.45
2008,Contra Costa,2,Forcible rape,7,31036,0.23
2008,Contra Costa,4,Robbery,25,31036,0.81
2008,Contra Costa,5,Violent crime total,77,31036,0.62
2008,San Diego,1,Aggravated assault,549,169502,3.24
2008,San Diego,2,Forcible rape,61,169502,0.36
2008,San Diego,3,Murder and non-negligent manslaughter,5,169502,0.03
2008,San Diego,4,Robbery,193,169502,1.14
2008,San Diego,5,Violent crime total,808,169502,1.19
2008,Ventura,1,Aggravated assault,11,7781,1.41
2008,Ventura,2,Forcible rape,1,7781,0.13
2008,Ventura,4,Robbery,3,7781,0.39
2008,Ventura,5,Violent crime total,15,7781,0.48
